image,face,FEMALE_GENITALIA_COVERED,BUTTOCKS_EXPOSED,FEMALE_BREAST_EXPOSED,FEMALE_GENITALIA_EXPOSED,MALE_BREAST_EXPOSED,ANUS_EXPOSED,FEET_EXPOSED,BELLY_COVERED,FEET_COVERED,ARMPITS_COVERED,ARMPITS_EXPOSED,BELLY_EXPOSED,MALE_GENITALIA_EXPOSED,ANUS_COVERED,FEMALE_BREAST_COVERED,BUTTOCKS_COVERED
3tsXyEbUQehXPaRFCS8K1n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3tuFrjiGVuKMYiX7eY3s4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3uOkPBr3yYCsYhiBSuSjJO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3uPnO1aZBwMgWK1DI5zve9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3uTpTaMOynCYKV5AtgeO2U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3uxhPQw6gcLX2HnvvKnEDv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3uyOwJu4r3yroAkFywNFM3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3v727r00zffXOeRlQTIs7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3vi20DRHkqv4HyVg9Rt9wC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3w4tn0BuFHNjiqGMevGaz9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wLMnrlPtVSADxalu9kIxK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wPwtguLH40L1mrYxdPXtH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3wuE2JeCx2Vmvk7b1c9fnI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3x3G6TKWWgRS1vWp03FoNb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3xGVAgbCAxl2c40vRVRjoe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3xdlCzNYHfEiXnUyWWyAVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3xuvOKpNqynROqZt8Tvcfh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3xwZCEeoDIzrpRDBpgUb2X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3yKGB4IYu6MeLkhFJFn9eI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3yLxcdaNKhpogNECAju75d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3yTfG82CulQc6ShTGD1j0m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ydHMdmt8zddk8x5QYer2T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3yg34MqlH23DzPdIGFNwQU,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3yyMpOkLtbcbVJFzEESLN0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zQfoZS4iH8CQw60hXuvnS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zaBxuBf9zSlxZ20ZRHXXE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zbiiu3JTibw0esC7eoMXr,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
3zipr2j6VaDZNIOP9r5sAk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3znl1qe13kyjQv7KcR685N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zu0hJJew2qXZNlselIQk8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40AfbK7kPIClq6ixLA3Zpe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40DIjUGXjCHyQh04zmUndO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40HSPj6trAiTBF9MoxNRNu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40HsqPqeSR9Xe3IyAJWr6e,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40fzRAKgRPlEcgr1mTWGLH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40svdUPxmIoge1BkDNWSDw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41GuZcammIkupMPKH2OJ6I,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41L2pfxvjyMRse8MVyRX7j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41PwFUEt9XE3Cz0H8RA7vU,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
41RBzKkpV4FNf6vRyZYUYi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41qC9EbqtefKfZqaPURfHi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41unRHnDM7z4qslFNtwWbp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424bxvpYyNDM2DFFibeKs0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426ni1U6MsUtpxmvtXgLhn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42C76ZnwdWqEu6zs6NFW1A,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42DfYDjdCDp8yiDTMqd3Wv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42WVQWuf1teDysXiOupIZt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42cH7mrkfljkqkxA2Ip9Xq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42joEEymK7EIHODfNB4yug,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438ToDoVaJH5aTIXXrlDyI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43mRzMxZBRb5vPCmqh93Rg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43s8J7Tru8j2shoOtFs0N8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446ROKmKfpEwkbi2SjELVX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44Jg8c04OLxA7nH6xbuoXo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44RrnCW7pMIEiiAR3LIAVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44U3Xm9U4Krj0Iv5w7kuTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44a7Wk3Jh2JGVhjcFYWozj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44dncCBiOODhAa9L0UCvoE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44k1aegQDc03y66kpRoWKt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455RzQUwcpDB62Idjqofaw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45X4bjgXE86wQamRz6ihLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45ba6QAtNrdv6Ke4MFOKk9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45nlliwsohn0gLFmQ49FAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45srjUrsR6tBcPyD8CUrtM,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45wbw92Z6V8G8iPKFzSEPN,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
464RND3X75xuIeJDqdEcbY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469bgWMBjpwBVeaMmADdqA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46J8wVIFDE37pdGB2OAGcD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46K4raQPIGem3N031upNj9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46KKwNIi7LBEh5Nr5unCja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46Kw3kMUjN6xOBIsS0UEw3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46rXeT9V36y4MaVgPWXlKf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478W8PSGRgaN6q0WrC7XNz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47FZKIfeX6vDAaUkrAqQbD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47IM97GbpNyDREWlr2HtNM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47V01DNDyQexCgHE41R5Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47jID5Vh9wlg2KXBC0O6lU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48I4Jtcqu5K5jZWadn035d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48Kac3ieDtt9OSp9Fm4g9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48OYUcEyZEnYr5rHcjg2lW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48i37aZTC1prDr4EcpQeEa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48xbdZgpEOSbBVJRoM1GBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48xpWR8K6CGpy3ETAym3pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48zisMeiXniWLzOQghbPqS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494aUGKXMH5ruXtR3O1a3H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496OpYfhIiO5B5K2vdMGfo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49DV9eFp2xTdtO7veew5xS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49FIsErcdC5rfTFhRpPZ7P,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49Kgyyd9xjAT918ilcGcJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49NVOF8cRsKJtl38a9AGo0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49UPh9stnjGVJqncnOhfDt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49iT8dV8hZ5o7bqpOI5yfI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49kFmuCyxzpbtVfnpLcOP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49vCWZ0yKkRvfetjsYVLnx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A7UKf6fz7Vn7jxWE5OYXv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4AZj99bRyAPiAss82KktYb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4An2BQLzYuh01bcJGpDLKB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BG1fw7D43HDyTfvabUGGO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4BSjZSAOEX6Gs4f8e1xatg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BbsHmXEghoPPevQjPnHXx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BftE1nWJ0KKFuEJVzikB2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BhiuJXOH6PJiWqHn6HLLg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BnCr0behKaGscMMhpiHX7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C0ygkaQ743p2qKoJSfkmk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4COdErCzwv0rQAFH594bol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CVDGvkyx7NuuG04nqEBkJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CVDmXbf9G25OoGBLGI7T1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Ch605EjDQIZowlcaArlLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Coa8Eb9SzjrkwWEom963Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4DOsPwJtokv6HEifZ6t5j6,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4Dep4FHb2IMFImgEhs83ww,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4DmITPOATTsiWEWtJrPqkk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Dn7V8EU84yPMe03MsefyU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4DxNdQzm6cBYuSn4dCimmT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4E1XUBMTpLO7GpBzUo65Jp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4E6DCiAAURzas9udSwr5NG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4E8UUUe0aXUPor4TD3P9m8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4EURMuWFiLLRmQYoH5cgiE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4EeDFhIVRxOg4dx7ozSNXa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Eeeg4yMb5qtMEm0lk6lDM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4EgzAGdJX8tL03haJCiwZy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ErAl5hH3SIKCackOBqBVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ExjzdLpDUnf4dUgtW0FWp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4F7WwykKeKWjzutmBi74St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4FJBxFUnQAO5w1s3oCbgyW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4FYvuWhNshZBsOT0fptzR3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4FcJwv9ebTXeMuTX1HkK4q,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4FftCsAcXXD1nFO9RFUNFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Fgl2s81Mmzh147txlm1nX,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4Fv3f2Y4CNZY7UoBXuXqK2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4G1L7sZheq5RAFNbqSbp3O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GMK00VcDspHpgAQgsh2Dw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GMX7eC1vTADEwu54nOjcW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GlriazgsYPXES2XYkb4gb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Gq29SPRne0lNf7FZPbJz5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HGEXvjkZ7KrlsHTaF6xkn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HNIAKT3412itayEYv2BxL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HNf2DXSkCBuBVJE5nxZ0s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HSp7P3k3jmgx4jsycE7of,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4HTy9WFTYooRjE9giTmzAF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HXwURpJfDooeuEt2bZspn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HZ195qaMlhiKebUtF36ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4HfWTfgdYHX4RBwDhMVl3T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Hfqnc8K019JtWci0BgXkE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HouTe82TC7efuZuQDOiqH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HqIEAaytAyzVPnnT0j9j3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4II5QvivVfEYgeuZf0kYfT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4IQwHKLuo1hdsNtK37aRRg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4IRiXE5NROxknUSAUSjMoO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Iqfx63CZhFGGIHiAvLxXY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4IrKqWfXyJknGVjBGbGX1v,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4Ivk5W6s5LtR5klO5u98Ry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4IwODpNZKFYkHWXSeWMGmP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4IzQueTW4TG1V6hxEAtvcr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JECM4NZhtpjDX4JbYkh00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JIQYfd4ykl6Hk9xs2AHUu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JTOxuvM2jcSqAvEZtZsOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JaYe7HIddzNaF3rUgJzHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Jr8lg2QUD5oY8hCsnPYEi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4KAtLRVIfB0bKnRY01dveY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4KNN5lVMc1EREJFlbppJqH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4KdtEKjY3Gi0mKiSdy96ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4KxJRAHWvrJSIeftGB9PHP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4L14L29uPwSUzYo3f4vEz8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4L2PIZU6Qcl4EnYHrgPof6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4LDKeMhuzPUzekNfeWrzRl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4LQX3eC7a7rwgrIV2dkqdB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4LU705gOOt3DHS4kFvdQJz,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4M0TycrUWLue9pVcVvHAji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4M3sGR8j7Slbj6Gs5UXy5h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4MG8Z8BcUsNQFgJjMxzTWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4MJPulC5XmELvmbrs1XHC9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4MLVZbUTUhuLlkosego64Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4MQjLDXPv5xBowm30j8IEe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4MRl7r0BUG5GvRylLiU9Lp,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4MTtBjQEt7i752hISXjKqA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4N6sTUH8VjSMJrMLseaNWz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4N96XJi7wu1B0ACzCgPLLc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4NOC8GYjQHui3A6LcnDX0i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4NcNKEziN6KU6eBrKun7eg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4NoSTI3rVH4ylcf8v45eVn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4O910iWEZp9YDq34RxZEz3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4OXoBlapQygTdzAifJm8BL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4OZ6nCbn8w0cHr1m0qiD2s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4OZPBmwPUDYDmy0fYzICwo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4OnjUMJXgFC6lG8JHOrwuu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Op54RyLTo5ZmPelTwxAZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Oz7K9DRwwGMN49i4NbVDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4P0aLF8ud7ngqUofnVzlev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PIVdqvL1Rc7T7Vfsr8n8Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PWZRT6iYUtGwcT027Zz2f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4PYCdqfmfZBJVEfFvvdP2l,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Pangd3z0ZrONFpx3zMrFK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Pd8FgVGPUcuOf5cfu7o6N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PgleR09JVnm3zY1fW3XBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4Phhxlm1tQhEdsZZN8iiua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PhqZPUwPptI43RF5mtNuA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Pl5cYTxBkbhMXxFZxuZLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PpaqAm5JzAkucFiv1TzJp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PsJXyLjYpQtb8RRyxaTAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PvhuQ1KnYzfhPYkgvIegq,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4Q7cRXio6mF2ImVUCcezPO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4Q98a4hTThGlrXGqMXRaOd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4QUyAfhR84TFvXRvo5V2tP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Qsc4at71izsrBdiJv3Kds,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4Qvh33TMiFWZIOoSMcM4PM,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4Qw1soNFVQu96dlP7yDBSO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4QwYcMNFzIhUctirR6XKDM,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4R09OvFyz47HfjecIjoEtP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4R21oaKCstE2fMc4XkuVlw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4R37FoWB6s7zGlK343JqID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4R6FV9NSzhPihHR0h4pI93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RjBKqrFun5Q72gIsSkN7R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RpetlbDDEMU1nFLSdG9m5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4Rs8FkCMRVYg9CtpKODlVN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4S9yXoEJxk13SHsFsnYLcm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4SBl4zvNIL4H137YRf2P0J,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4SD2UxRO9OgeSCQK0PN7cC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4SMbqvJenspMXbcPROZsVK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4Sc3qZCPGp2QXFcxYA8Mn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ScxU0HoSCErSzaDXuw9Xa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ShWl5qdb2T286T8Ursinz,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4SjIdmDhVUA1eunwERtgPv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4SkbfeWMHz58YzZQ5vThTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4StdgB0YaIYLGhhXBLuoWl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Sz0PugCLKo0CEA7zgPplW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4T2TQZ3hlWAsCe9PXK3uM9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4T7cvmdhs8ehPlhghwStjM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TATXEH2tnZVTqlyURoWUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TDbbbBtt8YdWCg8q5tiFz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TW6x0syAiUloUgqLco6eg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UAaN9ifmJueH9wBtuz2f4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UB2nT0IAEunpdUFiuFUxA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UDi2afuOoewFiKHmHRkZs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UNZOq7e8WjnfaYm2rkltE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UYOHbYxeDUwbaOge2PVoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Ud6qdjOiGsrryFeZOVmkT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UlGauD7ROb3YbVOFMgW5u,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UoCJkoqgUmaWMiWifq4vp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UvAPOm5SO0NHmZlB7HKUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UwkebjqSTOo8e6YnOOd8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UxlLk460BnmQlRV3WiORh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VDFKsron5xLCkREXXmFjD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VFBMu9CJECPk7fAG2oHkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VKhC1dO9LPiKc1N7TJHRx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VU4XCA8IwDF9JVXEbIeQi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VZ7jhV0wHpoNPCB7Vmiml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
